"","AFAP1","AFF4","AGAP1","AGO3","AGPS","AHDC1","AKAP11","ALPK2","AMOTL1","ANKH","ANKRD52","ARL10","ASCC3","BRCA2","BSN","BUB3","Blank.1","Blank.10","Blank.2","Blank.3","Blank.4","Blank.5","Blank.6","Blank.7","Blank.8","Blank.9","C14orf132","C17orf51","CBL","CBX5","CCDC113","CDYL2","CEMIP","CENPF","CEP250","CHST3","CKAP5","CNR2","COL5A1","CREBBP","CRTAP","DIEXF","DIP2B","DNAJC13","DOPEY1","DSEL","DYNC1H1","EGFR","FAF2","FAM184B","FAM208B","FASN","FBN1","FBN2","FYCO1","FZD4","FZD5","GPR107","GTF3C4","HEATR5B","HERC2","IGF2R","IL17RA","ITPR2","KIAA1147","KIAA1462","KIF13B","KLHL9","KPNA4","LMTK2","LRP1","LUZP1","MALAT1","MAN1A2","MCF2L","MED14","MYH10","NHSL2","NKTR","NOTCH2","NRIP1","PAPPA","PHIP","PIK3CA","PLXNA1","PLXNA2","POLQ","PRDM2","PRKCA","PRKDC","PROSER1","PRPF8","PRRC2B","PTPN14","RAB3B","RAD51D","RBM20","RNF152","RNF169","RP4.671O14.6","SAMD12","SCUBE3","SIPA1L3","SKP1","SLC35B4","SLC38A1","SLC5A3","SLC7A11","SLC9A2","SMARCA5","SMIM5","SOD2","SPTBN1","SRRM2","SSH1","STARD9","SULT1C2","THBS1","THSD4","TLN1","TMOD2","TNRC6A","TPR","TSPAN3","TSTD2","TTPAL","UBR2","UBR5","UMPS","USP24","USP34","USP8","USP9X","VPS13D","XDH","XKR5","YIPF4","ZBTB43","ZCCHC6","ZNF592"
"-191.034317897372 x -137.22563204005",5,6,3,4,3,11,4,4,5,3,5,3,2,4,2,1,0,4,3,1,3,1,0,4,1,1,5,5,4,7,4,3,0,1,4,4,10,10,13,8,12,3,5,4,1,4,11,3,10,1,5,18,2,9,3,9,4,3,4,3,2,8,1,9,4,4,5,6,4,8,10,9,55,6,3,4,14,4,8,5,4,3,2,4,10,3,4,4,7,19,5,9,10,15,3,5,3,5,2,3,4,1,7,3,1,2,4,3,0,8,5,6,16,13,8,2,6,9,5,27,2,4,8,1,6,5,3,8,1,6,11,1,13,6,11,8,4,2,2,3
"-183.095669745958 x -249.09727482679",2,4,10,4,3,5,5,6,8,4,4,3,5,6,3,4,2,0,4,4,4,3,3,3,2,4,3,6,6,8,1,4,5,24,5,7,10,5,11,9,4,4,8,3,1,0,9,5,7,2,3,8,6,7,4,10,6,8,10,3,8,3,2,6,2,7,8,2,2,6,3,8,73,6,3,3,16,2,5,9,9,1,7,4,6,6,6,15,6,21,7,16,7,5,0,6,6,3,6,4,4,2,3,4,6,7,4,2,1,6,3,4,11,28,4,2,4,24,4,14,3,5,6,6,4,4,5,12,4,7,10,5,3,3,2,4,0,5,6,3
"-170.589290342487 x -102.110030854675",28,32,15,12,11,34,28,7,30,24,36,13,22,20,10,9,5,3,13,5,10,7,5,10,6,4,19,13,12,54,9,25,10,73,24,37,52,13,36,36,17,15,25,18,15,19,41,15,17,12,14,68,11,30,7,28,15,19,40,13,26,12,12,15,18,11,33,12,13,19,19,27,233,19,7,18,49,28,22,22,16,5,16,12,37,9,22,14,20,99,9,51,34,21,18,12,11,15,18,25,11,7,6,11,13,21,12,26,5,29,10,11,68,66,31,16,19,80,12,81,9,12,41,14,14,12,6,18,10,16,46,7,60,12,14,20,13,14,17,21
"-184.645384615385 x -166.355133437991",1,5,7,3,4,12,3,2,9,3,5,2,3,0,2,4,1,1,1,1,1,1,2,4,1,3,4,2,3,4,2,9,0,5,2,8,5,2,7,14,8,2,4,7,1,2,9,1,5,1,3,11,2,6,6,12,2,5,7,2,3,2,1,5,2,2,7,1,5,7,7,6,41,4,2,3,13,4,6,5,3,4,5,3,5,3,0,4,3,10,5,10,10,11,1,2,2,2,4,3,6,3,3,2,1,3,1,2,0,6,0,5,16,6,3,5,2,4,6,17,0,5,7,1,2,4,1,10,2,2,15,3,4,6,5,3,3,5,4,4
"-175.420438095238 x -187.039866666667",5,13,5,4,4,9,7,7,10,2,9,2,4,5,6,6,0,5,5,4,5,5,2,2,3,3,8,7,12,9,5,5,1,5,3,8,5,4,18,19,9,5,14,6,1,3,19,4,6,4,9,13,2,13,2,10,7,5,7,3,9,3,6,11,6,5,7,7,5,13,13,12,50,4,5,7,9,10,9,4,3,7,1,3,7,6,5,8,7,15,7,18,12,13,6,8,7,3,3,9,3,3,5,5,3,7,4,10,2,12,6,10,25,12,6,6,5,32,6,35,4,4,12,2,9,6,3,8,6,6,8,4,12,3,11,5,4,6,8,6
"-179.716315352697 x -287.546390041494",12,12,9,5,6,17,12,8,16,6,4,6,4,4,2,9,2,4,5,3,3,4,5,3,3,1,15,5,9,13,3,8,3,12,8,12,6,2,17,18,8,3,15,9,6,7,14,8,4,4,9,12,8,13,8,13,6,5,6,8,7,7,5,2,5,6,15,10,4,21,9,11,77,6,4,7,13,5,14,10,6,9,6,4,10,8,4,11,9,17,8,13,10,10,1,7,7,9,11,3,2,7,7,5,8,8,5,14,5,7,2,9,27,16,8,7,4,22,8,24,8,6,12,6,6,7,10,9,4,4,12,2,17,4,9,3,1,6,7,14
"-172.572079851439 x -221.213983286908",6,14,10,6,5,16,8,4,12,4,9,2,4,5,2,7,3,3,0,2,1,3,6,10,2,2,8,8,9,16,1,10,3,4,9,8,5,7,15,19,4,5,9,6,2,5,19,10,6,8,6,12,2,13,5,7,6,4,11,8,13,5,5,7,6,7,7,5,1,6,12,11,45,3,3,2,28,6,7,4,5,6,8,6,6,4,8,11,5,26,9,19,11,19,4,3,6,5,9,11,1,7,7,5,5,5,7,9,3,9,3,5,22,11,7,2,7,13,3,31,1,7,14,3,6,7,3,10,1,7,18,3,14,2,14,2,5,6,1,11
"-164.820354796321 x -142.23406044678",11,13,14,2,6,11,9,7,19,7,10,4,5,4,4,11,2,2,5,3,1,4,1,4,2,3,9,9,9,18,4,7,6,72,7,14,43,9,11,20,9,9,13,11,3,6,18,4,10,4,10,25,6,14,9,17,11,14,8,1,16,11,8,4,5,5,14,6,2,12,6,14,84,10,6,6,21,7,8,20,4,6,14,9,22,2,9,18,8,43,9,23,10,15,4,2,6,9,13,3,4,4,3,1,6,10,3,9,2,9,6,5,24,24,9,9,6,50,14,48,0,8,15,4,11,12,5,8,7,14,16,1,18,9,8,2,6,6,10,18
"-159.929958088851 x -261.322103939648",5,11,18,6,8,8,10,2,13,1,5,3,5,3,3,4,0,3,2,4,2,3,5,3,5,3,4,5,9,15,0,7,1,6,8,11,12,5,15,19,9,7,21,8,3,3,20,5,12,14,7,26,8,18,7,12,8,4,9,4,13,7,6,8,13,4,10,4,4,8,24,12,48,9,6,6,14,8,7,11,7,6,5,7,8,8,7,14,10,21,4,25,13,3,7,3,5,1,8,6,7,4,5,2,2,1,8,8,2,16,2,9,33,18,4,7,4,12,4,39,6,14,9,5,5,11,8,6,2,3,27,2,18,4,4,7,3,7,10,8
"-148.428239866741 x -295.978378678512",8,17,20,7,15,9,10,10,26,5,13,8,11,10,3,12,3,2,5,6,1,12,9,8,3,2,11,14,9,24,5,10,5,27,15,18,20,6,10,17,8,10,21,6,6,11,28,4,13,6,12,53,10,17,8,24,5,11,15,4,20,8,5,9,8,4,8,8,6,14,18,10,76,13,9,9,28,18,5,21,8,14,17,6,19,11,16,13,7,44,11,34,13,18,5,13,12,9,13,12,2,7,5,7,6,11,10,10,4,18,4,7,39,70,12,5,6,17,8,35,7,12,21,9,3,13,5,17,6,9,18,8,25,12,8,7,5,7,11,25
"-155.045974282888 x -200.468753709199",8,9,13,8,6,12,6,7,13,0,5,6,5,5,3,6,4,4,5,2,4,1,0,2,2,3,10,3,15,14,3,7,5,3,5,5,9,8,15,14,7,4,10,4,2,4,17,5,4,1,5,25,7,10,2,13,6,7,8,5,9,4,2,4,3,7,6,2,4,12,16,10,45,17,6,4,15,6,6,12,7,4,5,4,11,5,3,12,8,18,5,15,22,8,3,2,2,5,8,5,2,4,1,1,5,5,0,3,3,4,2,6,21,18,14,8,3,29,5,21,6,2,10,5,5,7,2,10,1,3,13,7,10,3,4,8,3,3,4,7
"-148.407894736842 x -231.945789473684",0,3,3,2,0,3,5,1,1,0,1,1,2,1,3,2,2,1,0,2,1,0,3,1,0,0,2,2,3,5,0,0,1,0,0,0,3,4,5,5,0,1,3,4,1,0,1,1,0,2,1,7,0,0,1,8,0,3,3,1,4,2,2,5,1,4,4,3,0,3,1,2,42,3,1,6,3,3,6,5,3,0,2,3,5,1,2,3,1,8,1,3,5,9,1,3,2,3,2,0,0,2,2,1,1,1,0,4,1,3,2,0,5,6,1,0,2,2,3,4,1,5,2,3,2,1,1,6,0,4,3,2,2,2,7,4,5,5,2,2
"-148.433732590529 x -167.625487465181",4,14,14,6,7,12,11,2,10,1,12,1,2,4,6,1,2,2,2,2,0,1,3,5,1,5,9,2,8,14,8,3,6,4,5,15,13,5,19,14,4,5,12,8,7,2,14,1,6,5,6,18,3,14,4,15,13,7,8,6,7,4,3,10,3,7,9,5,4,13,19,11,54,10,2,10,9,5,6,13,8,4,5,5,10,6,7,7,2,21,6,13,11,11,4,9,7,12,3,4,4,2,2,3,2,6,5,6,3,7,5,7,30,19,10,4,4,17,11,17,7,6,3,3,4,9,5,16,2,7,8,3,15,8,9,4,8,6,8,10
"-138.851598002497 x -124.964531835206",6,9,4,3,3,7,9,2,12,6,6,3,4,2,2,4,0,3,0,3,2,0,1,1,2,3,1,2,8,6,0,4,1,5,4,12,6,1,12,4,9,3,5,1,4,5,12,2,3,0,1,11,5,13,4,6,6,4,9,4,8,11,2,4,2,4,8,4,3,10,6,6,81,6,2,6,10,5,7,9,4,5,3,1,4,2,3,9,5,14,5,9,11,3,2,6,5,4,11,5,3,2,1,3,3,4,4,6,0,7,3,2,17,15,2,5,2,16,3,12,3,7,9,3,1,7,4,11,0,5,9,2,15,6,4,6,2,3,7,12
"-143.300820610687 x -90.040483778626",11,15,17,10,15,24,21,9,31,5,27,3,9,6,10,8,3,6,5,3,3,9,6,5,8,5,16,10,14,38,4,9,8,53,9,19,44,10,19,34,15,12,18,13,6,12,37,12,13,3,11,41,10,34,8,22,10,10,26,12,20,3,5,10,12,11,18,7,3,5,14,20,29,5,6,12,32,8,19,10,10,13,18,2,22,9,11,23,9,59,14,38,26,11,5,14,14,8,16,11,4,6,4,5,4,9,8,7,4,26,8,10,56,43,9,11,13,18,11,53,11,11,35,10,7,22,5,20,11,11,30,7,38,16,15,14,6,9,13,28
"-129.882331002331 x -195.640594405594",6,7,9,6,3,10,3,10,11,0,7,3,8,6,4,3,2,4,0,2,0,2,5,6,1,3,7,6,5,12,3,10,0,6,5,3,3,7,14,14,6,3,9,2,2,6,16,1,6,5,7,15,2,13,2,8,4,5,7,6,7,4,4,1,2,7,5,5,5,15,12,10,37,7,3,4,8,5,2,7,5,5,4,3,6,2,7,9,6,25,4,13,5,9,3,1,1,5,5,3,5,3,2,2,2,4,4,2,2,5,3,8,18,15,3,6,1,11,5,31,4,7,6,3,6,4,3,9,2,0,16,3,16,6,6,3,3,3,7,7
"-121.373679758308 x -142.956170694864",8,22,13,5,10,20,5,6,11,4,15,5,4,4,6,6,5,2,2,6,2,8,5,7,1,3,6,9,4,7,2,9,3,5,5,8,15,7,23,19,10,5,15,5,5,6,31,7,5,10,7,27,8,26,5,12,3,13,16,7,8,9,1,5,8,4,14,6,6,5,18,16,77,15,8,4,19,9,8,18,9,4,9,7,12,4,4,7,9,21,8,18,18,16,3,6,5,3,12,6,4,2,7,1,4,6,13,2,2,8,2,8,26,25,12,1,6,13,7,40,4,9,13,3,3,13,3,8,4,11,15,5,26,11,6,5,5,5,8,9
"-130.854392201835 x -232.458256880734",3,10,6,3,11,21,11,3,10,3,9,3,4,3,6,4,2,1,1,5,3,4,3,3,0,2,7,5,10,12,3,2,3,17,5,4,8,3,15,8,3,2,9,2,2,6,18,2,7,3,5,14,1,13,5,11,7,7,10,3,8,4,2,5,3,5,9,3,3,9,18,6,22,6,3,4,14,4,6,7,0,6,0,2,8,4,4,7,16,13,7,11,11,8,2,7,3,3,2,4,2,4,1,4,1,3,3,2,2,10,5,5,22,17,2,3,4,20,1,21,0,5,12,2,3,3,2,12,0,3,17,5,10,7,8,3,6,1,4,12
"-126.001334196891 x -257.886217616581",4,15,12,1,5,9,6,11,6,5,7,2,3,1,3,6,0,3,1,1,3,2,3,3,1,4,4,3,7,6,1,2,1,4,3,3,4,6,8,13,9,4,9,3,0,0,11,2,5,6,6,11,2,15,5,8,3,3,1,6,8,8,3,4,3,3,3,6,1,4,13,14,41,6,4,3,10,6,4,10,2,4,2,3,10,6,0,13,6,11,2,12,10,2,2,2,3,1,7,6,5,5,1,4,4,1,5,5,1,12,3,4,13,10,4,3,5,27,5,12,1,7,4,1,0,6,6,6,4,4,11,2,12,0,6,4,6,0,4,10
"-118.514317460317 x -109.105976190476",2,12,10,6,3,17,7,6,14,2,21,6,2,2,3,2,0,1,5,2,2,5,3,4,1,1,5,9,9,15,3,10,4,51,5,9,46,9,14,14,7,7,8,8,5,3,13,3,7,1,10,21,8,16,8,14,9,2,9,2,11,2,4,2,1,5,6,6,3,6,5,6,37,5,2,6,11,6,12,10,9,3,8,0,10,3,8,8,5,27,7,25,12,4,1,4,7,9,4,6,2,6,3,3,2,3,4,5,2,18,1,4,38,32,10,4,3,6,6,28,4,3,13,4,1,8,3,10,3,7,15,7,14,10,3,1,8,7,9,15
"-115.709559314587 x -290.727614235501",9,30,21,13,11,20,23,12,33,10,14,6,10,12,13,17,7,8,6,8,8,12,6,6,6,8,20,7,13,28,7,15,9,12,13,14,15,16,24,41,16,11,26,18,8,8,44,15,10,23,16,32,9,40,10,17,9,9,16,9,23,18,15,21,9,4,21,11,8,11,39,15,134,18,6,7,33,13,16,32,22,12,11,15,21,9,12,26,26,44,9,36,16,22,7,18,9,10,12,15,8,14,9,3,14,10,12,14,5,36,14,12,27,23,12,5,3,19,15,37,10,11,19,10,4,13,8,22,7,8,27,7,34,16,12,8,10,10,12,21
"-117.108005780347 x -210.418265895954",2,8,6,3,5,4,6,2,12,2,8,2,5,2,3,3,0,2,1,2,1,2,2,1,0,3,5,4,6,10,0,3,1,17,6,4,12,4,5,13,8,2,5,2,3,2,10,3,1,3,2,16,4,8,4,9,6,7,6,3,4,7,2,4,1,2,6,3,1,8,9,6,31,7,1,5,10,3,5,12,4,2,2,3,11,2,1,2,9,10,4,9,3,5,0,5,0,1,3,1,4,5,2,4,3,2,3,1,6,5,2,3,6,21,3,2,3,18,2,16,2,4,4,2,4,4,1,6,2,9,9,2,11,3,6,6,2,4,10,5
"-111.140738935215 x -170.345522771007",6,17,19,9,8,17,13,4,20,3,19,3,5,4,6,11,2,11,7,3,3,4,7,6,2,8,10,8,16,18,8,7,7,7,11,14,8,11,19,23,11,7,11,7,8,5,17,11,8,7,13,23,4,20,5,11,7,12,7,6,16,7,9,3,9,3,17,5,4,13,15,11,156,14,5,13,20,5,14,17,11,4,9,7,13,4,1,18,11,20,11,21,15,10,6,9,4,10,7,6,1,6,9,8,4,10,13,11,1,16,6,7,16,42,4,11,5,13,13,22,5,12,13,9,6,11,5,12,9,9,21,4,23,10,9,3,14,3,8,18
"-100.677094455852 x -230.303388090349",15,13,7,1,6,16,8,3,13,1,13,3,9,4,5,8,3,3,2,1,2,2,6,3,1,3,2,3,11,16,3,6,6,12,2,14,7,6,12,19,11,4,8,4,2,1,16,5,5,3,10,21,3,9,2,10,1,5,9,6,5,1,3,0,0,2,7,3,2,8,7,9,63,11,2,6,11,6,11,8,3,6,4,4,9,2,3,6,12,29,9,20,10,6,4,3,4,3,8,4,2,2,2,4,2,2,4,5,1,6,2,3,18,23,8,8,7,16,2,24,1,4,7,3,6,3,4,7,1,7,10,3,15,7,4,3,3,5,7,14
"-93.2332081218274 x -284.463157360406",1,13,23,4,2,4,11,3,9,2,3,4,6,3,0,5,1,6,2,0,5,3,2,2,0,6,10,9,4,12,2,11,2,11,6,8,6,4,11,22,10,5,4,7,5,2,17,6,7,4,6,11,3,26,8,10,7,4,4,8,6,7,7,5,4,6,4,6,1,9,10,13,31,11,2,8,16,5,5,11,10,6,10,6,5,4,4,8,14,19,3,20,14,12,2,6,5,7,10,2,2,4,9,3,5,0,4,10,2,8,5,3,27,14,3,6,5,17,2,27,2,7,10,2,6,5,2,3,4,4,9,5,13,2,5,6,4,2,5,7
"-81.4179453320019 x -118.821063155267",26,46,35,16,22,28,25,13,64,10,48,13,20,12,14,16,4,8,12,10,8,12,11,7,7,9,17,12,25,56,12,24,9,180,25,41,99,20,51,70,24,23,34,24,11,11,48,17,18,9,20,62,8,43,18,27,15,25,41,16,28,21,16,24,15,12,15,16,20,36,28,31,231,23,17,31,57,18,17,24,19,18,30,20,27,10,15,46,35,85,18,73,40,41,17,16,9,14,16,13,11,5,22,8,15,25,18,19,8,41,11,18,72,115,23,15,12,110,22,90,8,23,39,7,20,30,6,32,15,20,51,9,56,31,25,21,17,20,12,31
"-94.2229207161125 x -250.300127877238",4,15,18,2,5,7,6,3,9,2,8,2,1,0,5,7,1,4,2,2,1,5,7,5,3,3,4,3,8,7,5,6,1,6,3,7,6,1,8,13,6,3,10,2,2,4,14,6,5,2,5,8,4,20,4,9,6,5,4,2,5,7,6,6,2,0,8,3,5,3,9,8,29,2,3,3,8,4,3,7,6,5,4,3,4,3,3,3,4,13,6,15,6,11,3,1,6,5,6,1,1,5,7,3,3,3,3,3,1,9,2,6,18,13,8,2,5,13,1,18,2,6,8,5,5,7,3,4,1,3,10,0,12,2,10,4,2,3,9,7
"-93.366552872606 x -194.513755203997",6,15,5,1,10,16,10,2,15,3,12,6,8,6,2,2,2,4,2,4,1,4,4,5,2,3,6,7,8,19,3,7,0,26,4,6,13,8,14,20,8,2,11,8,6,3,28,4,6,2,6,22,1,22,5,13,5,11,10,2,9,1,2,5,5,3,9,3,7,12,7,17,27,8,3,6,19,5,7,20,3,3,8,6,16,5,3,9,7,29,6,34,12,12,7,5,3,7,7,4,4,3,2,3,2,3,7,7,3,13,8,6,30,26,7,5,4,39,2,41,3,9,12,2,7,8,2,10,6,7,4,3,22,13,11,6,4,12,5,13
"-78.9100943152454 x -210.237002583979",10,5,6,4,8,8,4,2,13,5,11,3,11,3,4,6,2,1,2,4,0,2,5,2,0,2,1,3,4,10,5,6,2,7,3,5,5,4,14,11,3,0,7,2,3,2,10,2,1,5,7,19,5,14,2,6,2,7,9,5,4,1,5,6,3,2,6,4,0,9,6,4,48,8,3,3,8,7,12,5,2,7,3,2,7,0,2,6,5,19,3,14,7,8,2,3,1,2,5,1,2,3,5,6,2,2,2,3,3,4,4,3,19,17,6,4,1,5,3,23,1,4,6,4,2,8,4,9,2,3,10,1,11,4,7,2,2,5,8,7
"-78.3260677321157 x -164.360791476408",6,17,12,6,12,15,8,8,16,3,15,4,6,3,4,2,5,2,4,0,1,3,2,8,2,3,5,10,15,16,2,7,3,28,3,13,18,6,20,23,6,2,11,7,4,2,21,6,10,3,7,28,4,14,4,7,10,9,12,3,4,7,3,1,9,3,7,10,8,13,15,9,36,8,8,11,13,10,11,15,5,6,5,1,9,3,6,11,7,23,14,21,20,20,3,5,4,3,9,5,6,3,5,1,4,4,5,1,4,14,3,5,28,30,7,3,4,58,4,59,1,14,11,6,11,8,2,17,12,5,15,3,25,8,5,3,5,8,4,16
"-73.3703319743739 x -297.08316249272",10,17,19,7,7,16,9,8,12,7,11,9,16,8,8,12,3,5,1,4,6,9,5,7,5,7,11,9,10,19,10,9,7,8,10,14,5,12,15,29,10,12,13,5,2,8,30,11,8,4,14,19,6,21,4,10,9,17,11,7,14,16,14,9,16,10,14,11,3,20,23,9,98,8,5,9,18,9,15,22,22,9,17,3,18,9,4,13,12,31,8,22,17,16,4,10,5,13,11,7,5,11,13,9,0,8,10,8,7,26,10,15,33,43,16,19,8,9,6,26,7,10,16,8,6,9,4,8,14,5,37,5,18,10,10,10,17,10,12,8
"-72.3784988151659 x -262.756623222749",5,4,12,3,7,7,3,4,14,3,4,5,1,7,6,7,4,8,3,3,3,2,6,4,3,4,6,5,5,6,4,6,5,3,4,6,4,8,8,8,4,3,4,7,0,4,21,2,2,3,6,12,5,20,2,8,1,4,7,6,11,6,5,5,6,3,3,2,2,5,20,7,39,9,0,3,9,8,4,10,3,1,3,3,4,4,7,10,4,13,4,8,5,8,6,2,7,10,11,4,3,4,7,4,3,1,3,6,0,10,4,1,21,14,8,7,3,10,4,21,3,1,5,5,2,5,5,5,2,8,10,4,9,3,7,4,6,4,11,6
"-52.4997399695278 x -233.493646521076",17,29,23,9,10,22,10,6,21,4,25,7,19,8,8,7,6,9,3,17,4,5,6,3,3,7,23,5,14,14,7,10,8,5,6,21,19,13,24,16,16,10,23,3,3,7,28,10,10,8,10,20,8,25,4,17,7,10,13,13,15,6,5,3,11,7,15,14,9,12,25,22,111,12,7,8,23,11,6,8,8,10,3,8,21,8,8,20,24,44,9,32,25,17,10,9,8,5,15,8,4,5,7,5,6,8,4,5,10,12,12,8,31,40,7,11,8,136,9,45,4,19,16,9,5,12,16,7,3,12,26,10,33,11,11,12,5,13,10,22
"-57.5929911816579 x -199.737504409171",11,13,7,4,4,14,5,5,20,4,11,2,12,6,9,6,2,6,4,4,4,4,6,5,1,5,5,2,7,14,2,4,4,32,3,13,17,6,16,15,15,4,9,4,5,5,18,2,7,5,7,17,2,13,2,8,4,3,6,4,20,7,6,8,4,4,7,11,3,8,10,14,61,8,0,6,15,12,7,8,5,1,7,4,12,2,8,11,7,33,6,27,15,10,1,3,3,3,8,5,1,3,3,2,4,6,6,3,5,11,5,7,11,28,7,5,2,21,3,20,3,9,10,5,5,5,4,4,5,9,12,2,19,6,2,2,6,2,11,16
"-45.09729991715 x -265.519138359569",3,5,13,7,5,16,12,7,15,3,14,6,8,4,5,8,5,5,3,4,3,3,5,5,5,2,7,8,7,13,5,5,5,32,5,17,20,11,16,17,11,5,13,5,4,7,15,8,4,4,7,28,6,11,2,8,9,6,16,6,11,3,7,1,4,3,1,6,7,6,8,13,57,8,4,8,30,6,6,8,3,6,7,6,12,4,8,10,11,34,5,19,18,13,6,11,2,4,10,6,7,3,4,0,3,5,5,5,2,11,5,3,28,27,5,6,1,25,2,20,6,5,23,5,7,3,3,11,2,4,10,1,11,6,10,5,5,4,8,5
"-52.4306765734265 x -119.280616550117",9,16,10,5,16,16,7,2,16,7,34,2,10,10,3,6,4,3,5,2,1,1,3,4,5,3,5,7,9,20,3,9,3,22,9,27,27,6,19,24,6,9,15,10,9,9,23,17,20,2,8,26,8,32,1,11,7,10,19,6,10,4,6,11,12,5,10,5,11,14,14,9,38,8,6,7,29,9,7,8,16,10,7,5,20,2,8,12,8,55,10,36,19,14,13,9,6,6,9,5,6,4,11,2,4,11,5,17,7,24,6,7,56,40,8,7,3,140,6,29,6,10,10,4,8,8,6,21,8,5,18,6,22,9,5,10,2,8,6,20
"-48.4195666443402 x -173.728734092432",13,18,10,5,10,16,3,3,21,8,21,4,15,5,6,11,2,5,3,3,6,7,4,4,1,3,5,10,6,10,3,5,3,33,10,15,21,6,17,16,15,2,11,14,4,2,22,9,10,6,7,25,2,22,4,13,8,16,16,5,18,6,6,9,6,8,12,3,4,14,20,9,83,12,6,9,23,4,11,10,9,4,8,6,9,9,5,8,10,27,5,37,13,14,5,3,6,2,11,7,3,9,3,2,4,5,5,6,6,17,4,8,54,30,10,3,5,21,6,44,4,13,17,5,6,14,7,18,4,8,18,2,17,8,9,11,8,5,10,13
"-6.14764191198893 x -117.685365189957",42,81,53,25,36,75,52,20,112,25,64,24,61,33,23,23,14,12,10,14,14,20,24,26,18,25,33,50,46,85,20,54,24,235,50,102,156,47,51,111,62,58,69,44,20,30,67,36,47,16,42,75,30,71,34,58,33,57,68,30,58,46,34,38,25,53,66,29,43,82,53,46,780,31,26,41,102,43,41,47,39,16,29,31,45,15,22,77,69,141,36,128,61,44,31,39,28,35,37,28,25,18,21,15,35,56,38,40,8,84,24,29,154,170,36,31,32,118,27,151,23,54,76,25,25,32,18,76,17,46,73,22,136,52,30,36,41,29,48,64
"-25.1823052535125 x -195.195180207697",13,17,20,8,4,12,7,5,14,7,36,2,5,4,5,6,4,5,4,4,6,5,6,7,7,4,6,8,7,25,2,4,4,89,6,11,45,6,15,29,12,9,17,6,5,7,23,12,12,5,6,21,6,11,7,7,6,6,15,1,16,5,9,5,6,9,12,6,6,13,8,7,150,10,6,13,19,6,13,20,3,3,4,4,12,3,5,14,21,30,9,23,13,10,5,7,8,3,6,5,4,3,6,2,0,3,5,5,9,11,4,5,45,38,10,13,4,59,6,29,3,13,14,9,10,12,4,8,3,8,13,5,14,9,9,2,5,12,17,11
"-16.9112182431791 x -283.480403321471",5,7,9,3,4,9,7,9,10,0,7,4,11,2,3,5,2,3,3,1,4,7,4,3,0,4,5,3,8,13,5,3,3,5,2,7,5,5,18,6,11,3,7,6,2,2,10,6,2,6,7,11,7,15,4,7,5,2,10,0,3,7,7,4,3,4,3,3,4,8,4,7,55,6,2,4,7,9,5,6,8,10,9,7,7,2,1,9,10,17,2,10,8,9,4,6,1,4,7,2,3,2,8,2,0,5,3,3,2,14,3,3,12,7,10,7,2,12,3,14,1,3,9,2,4,6,3,11,4,8,8,2,6,4,2,9,2,9,7,7
"-16.6739558206107 x -231.81179389313",5,7,8,3,4,6,5,6,16,4,11,5,9,4,2,7,1,5,4,4,1,3,16,5,3,1,5,4,5,11,5,3,1,27,2,15,10,8,9,27,9,3,4,6,3,2,23,5,4,1,6,21,1,10,1,8,4,8,6,3,10,10,6,5,4,2,7,6,1,6,2,9,54,5,3,6,20,7,8,10,9,3,8,3,5,1,5,11,6,27,9,21,9,8,4,3,7,6,10,5,1,7,3,4,0,6,5,6,3,4,6,7,18,29,2,2,6,23,6,34,2,14,13,6,8,4,5,13,2,3,12,4,10,3,7,2,4,3,4,11
"-7.63890796767758 x -260.951995211492",8,10,16,8,6,13,14,0,20,5,10,5,5,4,2,5,4,7,4,5,2,6,12,2,4,1,8,9,6,18,5,7,7,27,5,19,19,5,9,24,6,6,10,8,2,3,19,8,4,5,10,25,7,10,1,11,2,4,11,8,13,6,2,4,6,4,2,5,2,8,12,9,41,7,1,9,19,10,3,11,9,4,9,4,13,5,8,13,7,41,1,20,13,16,1,6,1,5,6,3,3,7,8,3,3,8,6,3,4,18,8,8,24,26,13,7,5,13,6,24,3,9,21,6,5,8,4,15,3,9,19,4,22,7,10,12,0,8,11,15
"-184.544850640114 x -71.5029473684211",4,8,7,3,5,6,4,1,9,2,4,5,1,3,5,1,0,1,2,1,0,2,1,1,3,1,5,3,7,9,1,6,3,33,8,8,25,2,5,13,5,2,10,0,3,5,9,2,0,1,3,14,2,12,4,9,6,3,7,0,3,3,4,2,1,4,6,1,3,4,8,6,51,2,4,2,7,3,2,5,6,2,4,2,8,0,4,9,6,13,4,6,3,5,1,6,4,3,5,5,1,1,2,1,1,3,2,4,2,11,1,2,18,15,0,4,3,3,1,12,0,7,7,2,3,7,1,7,1,7,12,2,14,4,1,2,3,3,3,8
"-177.422023346304 x -53.160486381323",0,3,4,1,1,1,2,0,2,0,0,1,0,1,0,3,1,2,0,1,0,3,2,2,1,0,3,3,3,1,0,2,2,2,1,3,0,3,1,0,3,1,0,1,0,0,0,1,0,2,2,2,2,2,2,5,1,6,1,1,0,1,3,1,1,4,1,3,0,2,1,1,36,8,1,5,2,2,2,1,0,1,2,1,5,1,0,1,1,2,2,1,4,1,1,1,0,2,0,0,3,1,0,3,0,1,3,0,1,1,1,1,1,5,5,0,1,12,1,2,0,3,0,0,1,1,1,0,0,2,1,3,1,5,1,0,5,0,0,3
